,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2020-07-02 09:11:00,0.6924,28.43,1.2489,9290.0,348.5,2181.0,0.73605,62.55,3144.0,1.1274,125.5703125,133.3,49.4,0.009296500000000001,103.8,439.5,97.525,1810.4,1020.1,22380.0,22430.0,10374.25,1451.9,891.25,12.13,1.06,295.6,156.765625,110.375,138.796875,216.03125,177.4375,28.3,495.25,26015.0,175.55,134.68,216.5,40.37,42.67,3295.0,112.075,27.45,366.75,1.2253,1.2384,167.08,42.67,1598.0,40.37,1773.2,2.7415,1.2256,1.6909999999999998,831.2,1.2384,18.105,350.4
2020-07-02 09:12:00,0.6924,28.43,1.2487,9290.0,348.5,2179.0,0.736,62.57,3143.0,1.12745,125.5625,133.3,49.4,0.009296500000000001,103.7,439.5,97.525,1809.9,1019.9,22375.0,22420.0,10371.75,1450.6,891.25,12.13,1.06,295.6,156.78125,110.375,138.796875,216.0625,177.4375,28.3,495.25,26007.0,175.58,134.68,216.54,40.38,42.65,3293.0,112.075,27.5,366.5,1.2253,1.2385,167.1,42.65,1597.0,40.36,1773.0,2.741,1.2252,1.693,830.3,1.2383,18.105,350.6
2020-07-02 09:13:00,0.6922,28.43,1.2483,9290.0,348.5,2179.0,0.7358,62.6,3142.5,1.1275,125.5625,133.3,49.4,0.009297,103.6,439.5,97.525,1809.2,1019.7,22370.0,22415.0,10370.0,1449.4,891.25,12.11,1.0599,295.6,156.796875,110.375,138.8125,216.1875,177.5,28.35,495.25,25999.0,175.58,134.7,216.62,40.3,42.61,3292.0,112.08,27.5,366.25,1.2244,1.2385,167.12,42.6,1597.0,40.31,1772.6,2.7395,1.2247,1.6880000000000002,829.6,1.2369,18.09,350.4
2020-07-02 09:14:00,0.6924,28.43,1.2484,9285.0,348.5,2180.0,0.73605,62.61,3143.0,1.1277,125.5703125,133.3,49.4,0.009297,103.7,439.5,97.525,1810.1,1020.4,22375.0,22425.0,10373.5,1450.6,891.25,12.11,1.06,295.6,156.8125,110.37890625,138.8125,216.25,177.53125,28.35,495.25,25994.0,175.61,134.7,216.68,40.29,42.61,3294.0,112.08,27.5,366.25,1.2249,1.2363,167.14,42.61,1597.0,40.3,1774.2,2.741,1.2249,1.6869999999999998,831.3,1.2366,18.12,350.4
2020-07-02 09:15:00,0.6923,28.43,1.248,9285.0,348.5,2180.0,0.7358,62.58,3142.25,1.1272,125.578125,133.3,49.4,0.009297,103.65,439.5,97.525,1808.8,1020.1,22365.0,22415.0,10371.75,1450.0,891.25,12.13,1.0599,295.6,156.84375,110.37890625,138.828125,216.375,177.625,28.35,495.25,25990.0,175.64,134.71,216.78,40.35,42.64,3290.0,112.075,27.5,366.5,1.2253,1.2371,167.15,42.64,1597.0,40.34,1774.0,2.7425,1.2255,1.6869999999999998,831.8,1.2367,18.12,350.4
2020-07-02 09:16:00,0.6922,28.43,1.2477,9285.0,348.5,2178.0,0.73565,62.62,3142.0,1.12725,125.5859375,133.3,49.4,0.009295999999999999,103.5,439.5,97.525,1808.7,1019.7,22370.0,22420.0,10371.25,1450.0,891.25,12.13,1.0598,295.6,156.875,110.37890625,138.84375,216.53125,177.65625,28.35,495.25,25985.0,175.68,134.72,216.9,40.37,42.65,3291.0,112.085,27.45,366.5,1.2253,1.2371,167.18,42.65,1597.0,40.37,1774.0,2.741,1.2256,1.689,830.3,1.2373,18.12,350.4
2020-07-02 09:17:00,0.6924,28.43,1.2476,9285.0,348.5,2177.0,0.7358,62.63,3142.5,1.1272,125.5859375,133.3,49.4,0.0092955,103.6,439.5,97.525,1808.9,1019.6,22380.0,22425.0,10371.0,1450.7,891.25,12.13,1.06,295.6,156.890625,110.37890625,138.84375,216.59375,177.6875,28.35,495.25,25995.0,175.66,134.71,216.88,40.41,42.66,3292.0,112.085,27.45,366.5,1.2254,1.239,167.18,42.66,1597.0,40.38,1774.7,2.74,1.2257,1.693,830.7,1.2389,18.13,349.8
2020-07-02 09:18:00,0.6926,28.43,1.2483,9285.0,348.5,2178.0,0.73595,62.63,3142.0,1.12775,125.5859375,133.3,49.4,0.009297,103.6,439.5,97.525,1809.2,1019.8,22380.0,22425.0,10369.25,1451.0,891.25,12.13,1.0603,295.6,156.90625,110.37890625,138.859375,216.65625,177.75,28.4,495.25,25996.0,175.67,134.71,216.88,40.41,42.67,3291.0,112.085,27.4,366.75,1.2258,1.238,167.18,42.67,1597.0,40.4,1775.1,2.739,1.226,1.693,830.8,1.2376,18.145,349.8
2020-07-02 09:19:00,0.6928,28.43,1.2484,9285.0,348.5,2181.0,0.73595,62.64,3142.0,1.12785,125.59375,133.3,49.4,0.0092985,103.85,439.5,97.525,1809.4,1019.9,22370.0,22415.0,10369.25,1451.4,891.25,12.14,1.0604,295.6,156.921875,110.37890625,138.859375,216.625,177.71875,28.45,495.25,25993.0,175.68,134.73,216.9,40.4,42.66,3292.0,112.085,27.4,366.75,1.2256,1.2378,167.19,42.66,1597.0,40.39,1776.9,2.7405,1.2257,1.694,831.8,1.2395,18.17,349.9
2020-07-02 09:20:00,0.6927,28.43,1.2482,9285.0,348.5,2180.0,0.73585,62.69,3142.75,1.12775,125.59375,133.3,49.4,0.0092985,103.9,439.5,97.525,1809.8,1020.1,22375.0,22425.0,10370.0,1451.8,891.25,12.13,1.0604,295.6,156.953125,110.3828125,138.890625,216.8125,177.8125,28.35,495.25,25995.0,175.68,134.72,216.9,40.41,42.65,3291.0,112.085,27.4,366.5,1.2255,1.2399,167.2,42.66,1597.0,40.37,1776.6,2.74,1.2249,1.695,831.5,1.2395,18.165,349.9
2020-07-02 09:21:00,0.6929,28.43,1.2488,9295.0,348.5,2181.0,0.7359,62.68,3145.0,1.12805,125.5859375,133.3,49.4,0.0092985,103.75,439.5,97.525,1810.2,1020.4,22375.0,22425.0,10373.5,1453.1,891.25,12.15,1.0605,295.6,156.9375,110.37890625,138.859375,216.71875,177.75,28.3,495.25,26015.0,175.68,134.72,216.9,40.42,42.67,3297.0,112.08,27.3,366.5,1.2248,1.2396,167.2,42.68,1597.0,40.41,1776.0,2.74,1.2249,1.6969999999999998,830.6,1.2395,18.16,350.1
2020-07-02 09:22:00,0.6924,28.43,1.2481,9295.0,348.5,2181.0,0.73555,62.67,3143.5,1.1276,125.5859375,133.3,49.4,0.009296500000000001,103.5,439.5,97.525,1810.6,1019.8,22370.0,22425.0,10371.5,1452.4,891.25,12.15,1.0603,295.6,156.9375,110.37890625,138.875,216.71875,177.75,28.4,495.25,26006.0,175.69,134.73,216.94,40.4,42.66,3295.0,112.08,27.35,366.25,1.2246,1.2396,167.21,42.66,1597.0,40.39,1775.5,2.737,1.2246,1.695,830.1,1.2394,18.145,350.1
2020-07-02 09:23:00,0.6923,28.43,1.2483,9295.0,348.5,2183.0,0.7355,62.64,3143.0,1.12765,125.59375,133.3,49.4,0.009297,103.3,439.5,97.525,1808.9,1019.4,22365.0,22410.0,10370.75,1451.7,891.25,12.16,1.0604,295.6,156.953125,110.37890625,138.875,216.8125,177.8125,28.4,495.25,26000.0,175.7,134.73,216.98,40.37,42.65,3295.0,112.085,27.35,366.25,1.2246,1.2396,167.21,42.64,1597.0,40.37,1776.2,2.737,1.2245,1.696,829.8,1.2388,18.145,350.1
2020-07-02 09:24:00,0.6923,28.43,1.2479,9295.0,348.5,2183.0,0.73555,62.65,3142.75,1.12755,125.5859375,133.3,49.4,0.009297,103.35,439.5,97.525,1809.5,1019.1,22365.0,22415.0,10371.25,1452.1,891.25,12.15,1.0603,295.6,156.953125,110.375,138.875,216.78125,177.8125,28.35,495.25,26002.0,175.72,134.74,217.06,40.34,42.59,3297.0,112.085,27.3,365.75,1.2246,1.2376,167.23,42.6,1597.0,40.31,1775.2,2.7375,1.2232,1.692,829.0,1.2371,18.14,349.9
2020-07-02 09:25:00,0.6925,28.43,1.2481,9300.0,348.5,2186.0,0.73555,62.6,3143.0,1.1279,125.5859375,133.3,49.4,0.009297,103.35,439.5,97.525,1809.4,1019.2,22370.0,22410.0,10371.0,1452.2,891.25,12.16,1.0604,295.6,156.953125,110.37890625,138.875,216.84375,177.8125,28.35,495.25,26008.0,175.73,134.74,217.14,40.25,42.54,3296.0,112.09,27.35,365.25,1.2227,1.2341,167.24,42.54,1597.0,40.25,1775.8,2.737,1.2211,1.689,829.3,1.2343,18.145,349.9
2020-07-02 09:26:00,0.6926,28.43,1.2483,9300.0,348.5,2185.0,0.73565,62.6,3142.75,1.1281,125.59375,133.3,49.4,0.0092975,103.6,439.5,97.525,1809.4,1019.3,22365.0,22415.0,10370.5,1451.9,891.25,12.16,1.0605,295.6,156.96875,110.37890625,138.875,216.90625,177.875,28.35,495.25,26010.0,175.75,134.75,217.16,40.26,42.53,3297.0,112.09,27.35,365.25,1.2205,1.2344,167.25,42.53,1597.0,40.24,1777.1,2.7375,1.2204,1.6880000000000002,829.6,1.2332,18.17,349.8
2020-07-02 09:27:00,0.6925,28.43,1.2481,9300.0,348.5,2185.0,0.73575,62.57,3142.75,1.12815,125.5859375,133.3,49.4,0.009299,103.55,439.5,97.525,1809.8,1019.1,22370.0,22415.0,10370.75,1451.6,891.25,12.16,1.0607,295.6,156.953125,110.37890625,138.875,216.78125,177.8125,28.4,495.25,26010.0,175.74,134.75,217.14,40.22,42.56,3297.0,112.09,27.3,365.5,1.2205,1.2335,167.25,42.56,1597.0,40.26,1776.4,2.737,1.2219,1.686,829.4,1.2353,18.15,349.6
2020-07-02 09:28:00,0.6926,28.43,1.2481,9300.0,348.5,2188.0,0.7358,62.61,3142.75,1.12815,125.5859375,133.3,49.4,0.009299,103.45,439.5,97.525,1809.7,1019.1,22370.0,22415.0,10370.0,1451.8,891.25,12.17,1.0607,295.6,156.921875,110.37890625,138.875,216.71875,177.75,28.4,495.25,26010.0,175.76,134.76,217.16,40.22,42.62,3296.0,112.09,27.3,366.25,1.2232,1.2356,167.26,42.6,1597.0,40.32,1776.3,2.7385,1.2239,1.686,829.4,1.2368,18.135,349.7
2020-07-02 09:29:00,0.6928,28.43,1.2481,9300.0,348.5,2194.0,0.73595,62.64,3142.25,1.12845,125.5859375,133.3,49.4,0.0092985,103.55,439.5,97.525,1810.0,1019.3,22370.0,22420.0,10369.25,1452.4,891.25,12.18,1.0608,295.6,156.921875,110.37890625,138.859375,216.6875,177.71875,28.4,495.25,26006.0,175.74,134.75,217.06,40.35,42.64,3297.0,112.09,27.3,366.5,1.2243,1.238,167.25,42.63,1597.0,40.35,1776.8,2.7405,1.2245,1.689,829.9,1.2374,18.145,350.0
2020-07-02 09:30:00,0.6929,28.43,1.2483,9295.0,348.5,2197.0,0.73595,62.69,3141.75,1.12845,125.5859375,133.3,49.4,0.0092995,103.4,439.5,97.525,1810.0,1018.9,22365.0,22415.0,10368.25,1451.0,891.25,12.18,1.061,295.6,156.921875,110.37890625,138.875,216.75,177.75,28.4,495.25,25984.0,175.75,134.75,217.14,40.37,42.67,3296.0,112.085,27.3,366.5,1.2244,1.238,167.25,42.66,1597.0,40.36,1777.8,2.741,1.225,1.6869999999999998,830.1,1.2381,18.16,349.9
2020-07-02 09:31:00,0.693,28.39,1.2487,9295.0,349.0,2192.0,0.73595,62.7,3142.5,1.1285,125.59375,133.3,49.4,0.0093005,103.55,439.5,97.525,1810.5,1021.1,22370.0,22420.0,10370.75,1448.3,890.0,12.17,1.0611,295.1,156.9375,110.37890625,138.875,216.78125,177.75,28.35,495.25,25976.0,175.77,134.75,217.18,40.35,42.66,3296.0,112.09,27.35,366.0,1.2217,1.238,167.28,42.66,1597.0,40.36,1779.3,2.7425,1.2235,1.6880000000000002,830.7,1.2391,18.19,349.8
2020-07-02 09:32:00,0.6932,28.42,1.2492,9295.0,349.0,2195.0,0.73605,62.77,3145.5,1.12855,125.578125,133.175,49.3,0.009302,103.65,439.25,97.4,1811.7,1020.9,22380.0,22420.0,10381.75,1449.6,891.25,12.17,1.0611,295.8,156.90625,110.37890625,138.859375,216.65625,177.6875,28.25,495.25,26001.0,175.75,134.75,217.12,40.37,42.66,3300.0,112.09,27.15,366.25,1.2233,1.2376,167.26,42.66,1597.0,40.37,1778.7,2.7425,1.2232,1.696,830.5,1.2381,18.165,349.8
2020-07-02 09:33:00,0.6932,28.47,1.2497,9300.0,349.25,2197.0,0.7362,62.83,3147.25,1.1284,125.578125,132.95,49.3,0.0093015,103.55,439.5,97.425,1811.9,1020.9,22380.0,22425.0,10391.25,1449.9,891.5,12.17,1.061,295.7,156.890625,110.375,138.84375,216.59375,177.65625,28.15,496.0,26014.0,175.74,134.75,217.08,40.35,42.64,3300.0,112.09,27.15,366.0,1.2229,1.2363,167.25,42.64,1597.0,40.34,1777.8,2.742,1.2226,1.693,829.4,1.2367,18.165,349.7
2020-07-02 09:34:00,0.6931,28.5,1.2494,9300.0,349.75,2202.0,0.73615,62.76,3149.0,1.12825,125.578125,132.875,49.25,0.009302,103.65,439.5,97.375,1812.2,1021.3,22385.0,22435.0,10397.25,1452.7,892.0,12.17,1.0609,295.8,156.890625,110.375,138.84375,216.59375,177.65625,28.05,496.0,26020.0,175.75,134.75,217.12,40.39,42.68,3301.0,112.085,27.1,366.25,1.2229,1.236,167.26,42.67,1623.0,40.39,1777.1,2.7415,1.2235,1.695,828.7,1.2369,18.15,349.9
2020-07-02 09:35:00,0.6932,28.5,1.2496,9310.0,349.75,2202.0,0.7365,62.67,3149.75,1.12835,125.5703125,133.225,49.25,0.0093015,103.8,439.5,97.425,1813.4,1021.8,22400.0,22450.0,10394.75,1454.4,892.25,12.18,1.061,295.8,156.84375,110.375,138.828125,216.4375,177.59375,28.0,496.25,26038.0,175.71,134.74,217.0,40.48,42.77,3305.0,112.085,27.05,367.25,1.2247,1.239,167.23,42.77,1616.0,40.48,1777.6,2.7435,1.227,1.696,827.7,1.24,18.15,350.0
2020-07-02 09:36:00,0.6935,28.49,1.2499,9310.0,350.0,2202.0,0.7365,62.69,3151.0,1.12855,125.5703125,133.225,49.15,0.0093035,103.8,439.75,97.45,1813.8,1021.6,22405.0,22455.0,10400.25,1453.0,892.5,12.18,1.0612,296.1,156.84375,110.375,138.828125,216.5,177.625,28.05,496.5,26043.0,175.72,134.74,217.04,40.44,42.74,3305.0,112.09,27.05,367.25,1.227,1.239,167.24,42.75,1616.0,40.43,1777.7,2.7425,1.2265,1.696,828.0,1.2398,18.15,350.1
2020-07-02 09:37:00,0.6933,28.48,1.2497,9315.0,349.5,2205.0,0.73645,62.69,3148.75,1.12835,125.5703125,133.125,49.0,0.009303,103.65,439.75,97.325,1813.6,1021.6,22400.0,22450.0,10405.25,1450.6,892.0,12.18,1.061,296.1,156.859375,110.375,138.828125,216.5625,177.65625,28.05,496.75,26015.0,175.74,134.75,217.1,40.46,42.76,3305.0,112.09,27.1,367.25,1.2266,1.2405,167.24,42.75,1621.0,40.46,1777.9,2.7425,1.2271,1.696,828.3,1.2405,18.15,350.1
2020-07-02 09:38:00,0.6931,28.49,1.2493,9305.0,349.25,2206.0,0.73625,62.67,3147.25,1.1281,125.578125,132.925,49.075,0.0093035,103.7,438.75,97.2,1812.5,1020.6,22390.0,22440.0,10397.75,1449.6,892.5,12.19,1.0609,296.3,156.875,110.37890625,138.84375,216.59375,177.65625,28.05,496.5,25990.0,175.75,134.75,217.16,40.43,42.75,3303.0,112.09,27.1,367.25,1.2266,1.2414,167.25,42.75,1620.0,40.44,1778.6,2.7405,1.2269,1.695,827.9,1.2423,18.145,349.9
2020-07-02 09:39:00,0.6932,28.49,1.2494,9305.0,349.0,2203.0,0.73625,62.53,3145.0,1.12815,125.5859375,133.05,49.0,0.009304,103.8,439.5,97.3,1812.4,1020.4,22390.0,22445.0,10380.25,1449.1,892.75,12.19,1.0609,296.6,156.890625,110.37890625,138.84375,216.59375,177.65625,28.1,497.0,25993.0,175.75,134.74,217.18,40.43,42.75,3303.0,112.09,27.1,367.25,1.2275,1.2414,167.26,42.74,1620.0,40.42,1778.5,2.7395,1.2274,1.696,829.0,1.2418,18.145,350.1
2020-07-02 09:40:00,0.6935,28.52,1.2497,9300.0,349.0,2202.0,0.7364,62.59,3148.0,1.12825,125.5703125,133.125,49.1,0.009303,103.9,439.5,97.35,1813.1,1020.9,22400.0,22445.0,10388.75,1450.9,893.25,12.2,1.061,296.6,156.84375,110.375,138.828125,216.46875,177.59375,28.1,497.25,26016.0,175.74,134.75,217.12,40.43,42.73,3304.0,112.085,27.1,367.25,1.2274,1.2414,167.25,42.74,1620.0,40.43,1778.2,2.741,1.2274,1.696,829.2,1.242,18.135,350.0
2020-07-02 09:41:00,0.6932,28.5,1.2495,9300.0,348.5,2202.0,0.73645,62.56,3148.0,1.12795,125.5703125,133.075,48.925,0.009302,103.75,438.25,97.3,1813.4,1021.1,22405.0,22455.0,10396.5,1450.8,893.0,12.19,1.0607,296.4,156.828125,110.375,138.8125,216.4375,177.5625,28.1,495.75,26008.0,175.73,134.74,217.12,40.43,42.78,3306.0,112.09,27.1,367.25,1.2274,1.2431,167.25,42.77,1620.0,40.45,1778.4,2.741,1.2281,1.6969999999999998,829.1,1.2432,18.14,350.0
2020-07-02 09:42:00,0.6933,28.56,1.2494,9310.0,348.75,2205.0,0.73655,62.6,3148.5,1.128,125.5625,133.05,48.95,0.009302,103.85,438.25,97.4,1813.4,1021.5,22405.0,22455.0,10402.25,1452.5,893.25,12.2,1.0608,296.4,156.8125,110.375,138.8125,216.375,177.5625,28.1,495.75,26008.0,175.72,134.74,217.06,40.48,42.76,3305.0,112.09,27.1,367.5,1.2284,1.2431,167.24,42.79,1620.0,40.46,1779.1,2.7405,1.2282,1.6969999999999998,829.2,1.2437,18.145,350.0
2020-07-02 09:43:00,0.6934,28.57,1.2496,9310.0,349.25,2208.0,0.7366,62.61,3148.25,1.12815,125.5703125,133.2,49.1,0.0093035,103.85,438.75,97.475,1813.1,1021.7,22400.0,22450.0,10404.5,1452.2,893.0,12.2,1.0609,296.1,156.828125,110.37109375,138.8125,216.40625,177.5625,28.1,495.75,26005.0,175.74,134.74,217.12,40.43,42.73,3304.0,112.085,27.15,367.25,1.2284,1.242,167.25,42.74,1620.0,40.42,1781.0,2.7405,1.2274,1.695,830.5,1.2424,18.18,350.0
2020-07-02 09:44:00,0.6936,28.58,1.2497,9305.0,349.25,2207.0,0.73655,62.67,3148.5,1.1284,125.578125,133.425,49.2,0.009304,103.8,439.25,97.575,1812.7,1021.1,22395.0,22445.0,10402.5,1451.4,893.0,12.2,1.0612,296.1,156.84375,110.375,138.828125,216.4375,177.59375,28.15,496.25,26009.0,175.73,134.75,217.12,40.37,42.72,3302.0,112.09,27.2,367.25,1.2273,1.242,167.25,42.72,1620.0,40.4,1779.7,2.74,1.2267,1.694,830.6,1.242,18.16,350.0
2020-07-02 09:45:00,0.6936,28.6,1.2498,9310.0,348.75,2209.0,0.7366,62.69,3148.0,1.12835,125.5703125,133.425,49.175,0.0093045,103.85,438.5,97.675,1813.0,1021.9,22395.0,22440.0,10404.5,1451.4,893.0,12.2,1.0612,296.2,156.828125,110.375,138.828125,216.4375,177.5625,28.2,495.25,26001.0,175.73,134.75,217.08,40.42,42.73,3303.0,112.085,27.2,367.25,1.2281,1.2427,167.24,42.72,1620.0,40.42,1780.4,2.741,1.2274,1.694,830.9,1.2426,18.17,350.1
2020-07-02 09:46:00,0.6935,28.58,1.2499,9320.0,349.0,2204.0,0.73675,62.68,3148.5,1.1284,125.578125,133.5,49.15,0.0093025,103.9,438.0,97.7,1813.6,1022.6,22400.0,22445.0,10402.75,1451.4,893.25,12.2,1.0611,296.2,156.828125,110.375,138.828125,216.4375,177.5625,28.2,495.5,26006.0,175.74,134.75,217.12,40.45,42.77,3305.0,112.09,27.2,367.5,1.2274,1.2427,167.25,42.76,1625.0,40.45,1781.0,2.7415,1.2279,1.695,830.8,1.2429,18.18,349.9
2020-07-02 09:47:00,0.6938,28.59,1.2501,9320.0,349.0,2207.0,0.7369,62.7,3150.5,1.12865,125.578125,133.5,49.15,0.009304,104.0,438.75,97.6,1814.3,1023.3,22405.0,22455.0,10405.0,1452.2,893.5,12.2,1.0612,296.3,156.828125,110.375,138.828125,216.40625,177.5625,28.2,495.5,26030.0,175.73,134.75,217.1,40.5,42.8,3306.0,112.085,27.2,367.75,1.2302,1.2438,167.25,42.81,1622.0,40.47,1783.0,2.742,1.2293,1.695,831.8,1.2441,18.205,349.9
2020-07-02 09:48:00,0.6942,28.59,1.2504,9320.0,348.75,2203.0,0.7371,62.72,3151.25,1.1291,125.5703125,133.5,49.225,0.009303,103.95,438.25,97.6,1814.9,1024.1,22410.0,22455.0,10407.75,1453.9,894.0,12.19,1.0614,296.3,156.828125,110.37890625,138.828125,216.40625,177.5625,28.25,495.75,26038.0,175.73,134.75,217.08,40.47,42.81,3306.0,112.09,27.2,367.75,1.2302,1.2437,167.25,42.81,1621.0,40.48,1782.2,2.742,1.2292,1.694,831.5,1.2436,18.205,350.0
2020-07-02 09:49:00,0.694,28.59,1.2501,9315.0,349.25,2206.0,0.737,62.69,3151.0,1.12885,125.5625,133.375,49.25,0.009301,103.85,437.75,97.625,1814.5,1024.0,22405.0,22460.0,10400.75,1455.2,893.5,12.21,1.0613,296.3,156.796875,110.375,138.8125,216.3125,177.53125,28.35,495.25,26042.0,175.72,134.75,217.0,40.49,42.82,3307.0,112.09,27.25,367.75,1.2302,1.2426,167.23,42.8,1621.0,40.5,1780.7,2.741,1.2292,1.692,830.5,1.2436,18.185,350.0
2020-07-02 09:50:00,0.694,28.58,1.2502,9305.0,348.75,2207.0,0.73715,62.73,3150.75,1.12885,125.5703125,133.425,49.325,0.0093,103.8,437.25,97.575,1815.1,1024.4,22415.0,22460.0,10397.75,1456.6,893.25,12.21,1.0611,296.2,156.8125,110.375,138.8125,216.28125,177.5,28.35,494.0,26053.0,175.69,134.74,216.92,40.48,42.81,3307.0,112.08,27.2,368.0,1.2296,1.2436,167.21,42.8,1619.0,40.47,1780.7,2.741,1.2296,1.689,831.0,1.2436,18.19,350.0
2020-07-02 09:51:00,0.6941,28.59,1.2507,9305.0,349.25,2209.0,0.7371,62.76,3151.75,1.12905,125.5703125,133.375,49.25,0.009301,103.7,438.25,97.55,1814.9,1024.7,22415.0,22465.0,10401.75,1457.4,893.5,12.21,1.0612,296.3,156.8125,110.37890625,138.8125,216.34375,177.53125,28.25,495.0,26056.0,175.69,134.73,216.94,40.49,42.8,3307.0,112.08,27.15,368.0,1.23,1.2437,167.22,42.79,1619.0,40.47,1781.9,2.743,1.2294,1.689,831.6,1.2433,18.22,349.9
2020-07-02 09:52:00,0.6939,28.55,1.2504,9305.0,349.25,2212.0,0.73695,62.75,3150.25,1.1289,125.5703125,133.425,49.1,0.009302,103.7,438.75,97.6,1814.9,1024.7,22415.0,22465.0,10398.25,1457.2,893.75,12.19,1.0613,296.5,156.8125,110.375,138.828125,216.25,177.53125,28.25,495.5,26048.0,175.69,134.73,216.92,40.43,42.76,3308.0,112.08,27.15,367.5,1.2289,1.2424,167.21,42.75,1625.0,40.43,1781.3,2.742,1.2288,1.6880000000000002,830.8,1.2427,18.205,349.5
2020-07-02 09:53:00,0.6944,28.55,1.2509,9305.0,349.25,2217.0,0.7372,62.73,3150.75,1.12935,125.5703125,133.4,48.975,0.0093025,103.6,439.0,97.625,1814.8,1024.4,22415.0,22465.0,10401.25,1456.7,893.5,12.18,1.0616,296.4,156.8125,110.375,138.8125,216.21875,177.5,28.25,496.0,26045.0,175.69,134.74,216.92,40.44,42.78,3306.0,112.08,27.2,367.75,1.2284,1.2423,167.2,42.78,1625.0,40.46,1782.6,2.742,1.2289,1.689,830.6,1.2433,18.22,349.5
2020-07-02 09:54:00,0.6943,28.51,1.2507,9305.0,349.0,2216.0,0.73725,62.76,3150.0,1.12945,125.5703125,133.525,49.075,0.009304999999999999,103.55,438.5,97.675,1814.7,1024.0,22405.0,22450.0,10403.0,1454.9,892.75,12.18,1.0619,296.3,156.796875,110.37890625,138.8125,216.21875,177.5,28.3,495.5,26036.0,175.69,134.74,216.9,40.45,42.76,3306.0,112.08,27.2,367.5,1.2286,1.2434,167.19,42.77,1624.0,40.44,1783.4,2.743,1.2285,1.6909999999999998,832.7,1.2433,18.24,349.5
2020-07-02 09:55:00,0.6943,28.52,1.2507,9310.0,349.0,2211.0,0.7373,62.73,3150.0,1.12945,125.578125,133.625,49.025,0.009305500000000001,103.3,438.5,97.675,1814.9,1024.1,22405.0,22455.0,10404.25,1454.8,892.5,12.16,1.062,296.3,156.828125,110.37890625,138.84375,216.28125,177.53125,28.25,495.5,26036.0,175.7,134.73,216.92,40.46,42.77,3307.0,112.08,27.25,367.5,1.228,1.2432,167.22,42.77,1625.0,40.46,1784.2,2.743,1.228,1.689,833.0,1.2435,18.26,349.7
2020-07-02 09:56:00,0.6944,28.53,1.2509,9310.0,348.75,2211.0,0.7373,62.76,3150.0,1.1295,125.59375,133.55,49.05,0.0093065,103.2,439.0,97.725,1815.4,1024.2,22410.0,22450.0,10400.25,1454.6,892.5,12.17,1.0621,296.2,156.875,110.37890625,138.859375,216.46875,177.625,28.25,496.0,26036.0,175.73,134.74,217.06,40.49,42.8,3308.0,112.085,27.25,367.75,1.2286,1.2445,167.25,42.8,1625.0,40.49,1783.9,2.744,1.2291,1.6909999999999998,834.2,1.2446,18.265,349.8
2020-07-02 09:57:00,0.6943,28.55,1.2508,9310.0,348.5,2209.0,0.73715,62.73,3152.25,1.1294,125.59375,133.6,49.075,0.0093065,103.3,439.0,97.675,1816.0,1024.8,22410.0,22465.0,10411.75,1456.2,892.75,12.17,1.062,296.3,156.875,110.3828125,138.859375,216.53125,177.625,28.15,495.75,26045.0,175.74,134.75,217.08,40.49,42.79,3309.0,112.09,27.25,367.5,1.2286,1.2436,167.25,42.8,1625.0,40.49,1785.3,2.7445,1.2286,1.6909999999999998,835.4,1.2438,18.295,349.8
2020-07-02 09:58:00,0.6945,28.58,1.2508,9315.0,348.75,2206.0,0.7371,62.75,3153.25,1.12935,125.5859375,133.625,49.05,0.009305500000000001,103.45,439.25,97.7,1816.7,1025.2,22420.0,22460.0,10416.0,1456.8,893.75,12.18,1.0619,296.5,156.875,110.37890625,138.859375,216.46875,177.625,28.15,496.25,26057.0,175.73,134.74,217.04,40.52,42.83,3311.0,112.09,27.15,367.5,1.2286,1.2445,167.25,42.82,1615.0,40.51,1785.5,2.7455,1.2289,1.694,837.0,1.2449,18.32,349.8
2020-07-02 09:59:00,0.6944,28.58,1.2508,9315.0,349.0,2203.0,0.737,62.73,3153.5,1.1292,125.59375,133.65,49.025,0.009307,103.5,439.5,97.675,1816.9,1025.3,22415.0,22460.0,10419.0,1456.6,893.0,12.18,1.0618,296.2,156.90625,110.3828125,138.859375,216.59375,177.6875,28.2,496.5,26048.0,175.73,134.75,217.04,40.5,42.8,3314.0,112.09,27.15,367.75,1.2283,1.2426,167.26,42.8,1613.0,40.48,1785.7,2.745,1.2286,1.6909999999999998,836.1,1.2433,18.34,349.8
